1-tsne,2-tsne,3-tsne,pitcher_id,pitcher
-2.309188,-12.375589,-34.688187,0,532077
29.642681,-31.54287,2.545085,1,519141
-14.108583,-20.783007,21.582642,2,607352
36.03414,7.2695575,-7.5285664,3,446399
-9.776039,-4.2111716,28.830843,4,446899
5.7017975,-7.3993597,35.302944,5,592717
-11.135917,25.588108,3.5083532,6,598264
-11.263,-0.97481346,21.320276,7,543726
-4.286229,19.68264,5.4483366,8,592390
-28.440466,12.277961,24.294338,9,456034
7.620649,-27.953878,-9.919381,10,541640
-6.75261,17.645792,7.5364814,11,489294
-14.561257,29.529566,-18.59088,12,517008
-15.809194,-5.3383913,15.936617,13,605309
2.0937428,12.507144,-35.154198,14,543144
5.552062,12.892557,37.712765,15,502202
6.871154,-2.7287314,27.522486,16,516714
-21.032402,-14.777421,-30.238138,17,543195
-30.842571,-8.173447,-23.09832,18,518617
7.3212066,-42.308994,10.882383,19,502026
-14.280071,11.441197,-3.4807801,20,623439
10.038664,-1.4838785,32.533463,21,600917
-1.4382331,-43.48101,-3.6755834,22,595032
39.573933,5.6157045,-5.259387,23,527048
-24.611086,-8.344487,-29.122667,24,543272
21.6484,-19.873196,7.9341483,25,543339
16.455435,-10.166888,14.358934,26,517414
14.272462,9.485811,9.255575,27,453344
27.083002,18.079548,29.413004,28,611093
15.171269,17.819456,-14.851975,29,643355
4.458792,11.771021,7.2135396,30,518560
24.350327,-16.880604,19.812542,31,571863
-5.9712954,9.520824,-11.333234,32,518883
5.2071495,-8.826615,-24.20801,33,592866
-34.74136,14.1574,-7.3505864,34,453281
-7.794355,-19.678406,8.008306,35,504379
-14.071744,31.921764,3.7877107,36,455009
14.620936,-3.539486,-14.733786,37,453172
18.657097,5.386169,-34.22161,38,455374
1.6754344,7.456339,3.8371818,39,425794
30.763023,9.958952,5.92864,40,285064
6.876293,33.821194,-6.345525,41,446099
-0.35170642,8.842929,-12.752019,42,656186
31.83127,-9.181505,-10.007097,43,543056
8.076455,-42.530422,4.9384027,44,491708
22.967482,14.635814,26.445316,45,521230
19.255524,-16.977654,3.5738752,46,592533
-2.4096494,-23.603228,-33.37101,47,640455
-39.71276,-5.353577,-11.829837,48,519381
13.367032,4.2478757,-36.80251,49,433587
-32.742107,-3.059971,11.325655,50,593576
2.7350163,41.503304,12.060929,51,449104
4.915783,-15.308053,-11.903268,52,570257
-1.9983916,40.04755,-0.20629166,53,592527
-1.2575327,-16.0951,-1.5772213,54,572831
-4.3535624,20.685968,-20.533037,55,592340
1.3842363,-21.725464,20.842321,56,605396
-37.895905,-13.248218,-5.0883913,57,519294
-15.537828,-3.3326216,-3.950444,58,595191
18.821783,-8.182079,-21.149155,59,460283
11.274992,-22.223452,-5.1423635,60,593679
-30.840265,15.487527,-11.258879,61,445213
-21.874971,5.7446923,12.747499,62,571476
-7.3720675,32.48398,-10.832695,63,573124
10.770841,4.745308,25.245844,64,545363
19.291412,-7.7904267,8.17908,65,592872
-8.027918,29.386864,19.365221,66,594951
15.69078,-18.991636,21.146229,67,573668
39.306503,-3.4032562,3.4201927,68,621244
2.1722171,-12.125595,-17.065706,69,519242
15.120511,1.6936744,-15.914301,70,608349
-8.247837,11.356846,28.434202,71,543734
-6.2477136,14.944605,-29.940523,72,592804
30.940395,2.241222,25.173296,73,448614
29.3408,4.6481485,-13.535155,74,502522
-24.19228,-7.3608065,-21.121386,75,608032
-19.536184,22.255642,-16.374212,76,430641
10.84114,-11.5147085,27.634047,77,571539
28.826103,-2.0114758,-15.245301,78,608566
-7.5416284,12.392608,-4.244044,79,501697
10.52747,-10.9968605,20.933037,80,543746
14.012987,24.697748,-2.4146633,81,572788
-28.53397,7.002063,1.8364686,82,453343
-10.413717,3.8279586,0.2952444,83,628333
10.120222,8.305694,-32.427692,84,623395
-8.005461,-19.741707,5.541784,85,519301
22.103148,-24.362097,-12.502026,86,625643
9.316603,8.77248,-24.637104,87,543017
-23.229889,7.329812,30.017887,88,424144
6.4450316,-36.860588,17.517817,89,596331
-19.86418,6.1162753,-22.479155,90,641627
-2.4392495,13.030344,17.185751,91,592169
-28.882584,-17.525335,0.465002,92,453286
-26.564243,-2.3279424,2.9751227,93,592593
20.680122,-9.268563,33.454372,94,543408
22.188179,-11.85556,24.2693,95,489265
12.751185,-20.578432,-3.0945263,96,430599
-21.6109,-4.455932,-13.282857,97,519043
-21.828714,22.336054,18.394493,98,520980
-14.54638,-29.397413,-2.9324064,99,594795
-2.031438,-13.346961,-2.9931219,100,622072
-23.824276,-8.2712345,25.887457,101,451661
-0.15504706,7.600112,16.703154,102,501593
7.7743044,9.272276,-36.728058,103,628317
11.764695,-8.5455475,7.1145287,104,457732
-3.1027634,-25.417381,20.865677,105,448609
4.1690497,23.044584,-8.68606,106,500724
-6.01285,-7.4653654,-14.253967,107,594311
5.0916524,-4.7508874,-6.666402,108,468504
-1.693839,-18.147997,24.655863,109,502087
-12.289396,8.604979,-21.36712,110,624586
6.6088033,-0.83848387,-1.2117044,111,572086
25.096622,-12.101882,-17.744398,112,462382
-7.682141,5.6732554,6.232796,113,541652
39.65758,0.60837704,-9.252338,114,542432
-31.971153,-3.6447268,-0.9604183,115,434378
-22.80178,-34.567566,-6.209772,116,527054
-8.660969,-6.772776,38.78675,117,592102
-5.828559,-26.864695,-2.3450317,118,451584
7.621218,-24.183039,15.105379,119,453192
4.3851624,21.597942,4.4799204,120,458708
-9.416449,-24.50183,-2.5315502,121,465657
24.420395,21.57551,-14.957855,122,453178
-16.9996,-1.0740651,-16.85601,123,605218
22.22875,20.014166,-22.686737,124,628452
5.872423,-24.239388,7.9572344,125,518748
-24.712185,23.085136,16.867296,126,475243
-28.16727,25.16175,-7.2423906,127,502028
-11.0393305,1.1208156,-10.944832,128,501925
-18.026428,-21.242054,12.686597,129,456027
0.34660557,1.9265151,-32.408493,130,593974
19.056585,-3.8886023,2.7018654,131,543557
-9.86088,8.491175,14.434434,132,471822
25.096304,-2.2396207,27.315212,133,543294
-10.850312,18.579493,-7.786096,134,596112
25.102114,15.714655,10.074066,135,502154
4.871507,16.075327,12.059229,136,542947
-1.8102455,23.818892,8.291267,137,592332
-19.40846,-21.696499,-1.8274587,138,476589
14.466215,31.370283,1.1280193,139,453284
-3.886345,16.388988,1.8242545,140,518927
25.037197,11.959603,5.6863055,141,570666
10.580728,-30.831207,24.714699,142,518886
28.644688,-6.641357,18.183907,143,276351
-25.612848,-15.580654,-4.1733537,144,523260
27.998198,-1.302407,-5.307067,145,457918
32.369976,7.268995,4.7531867,146,593958
2.3271527,33.8605,-6.626596,147,502706
-7.365772,-14.131424,36.876293,148,592222
11.158797,-6.090626,13.561022,149,407890
-1.6762613,-0.16596645,32.10521,150,543606
13.047926,17.621624,-32.727757,151,599998
6.0477195,-2.192491,-5.118376,152,643327
19.956356,11.642353,-15.01095,153,534812
9.494521,-37.239838,-3.7824433,154,605151
4.986994,-17.134762,7.9572644,155,523848
-1.8893543,-13.08604,-13.143015,156,453385
-22.868933,-26.2381,-9.169028,157,493200
-14.476865,13.953749,7.2412186,158,553878
9.162381,-0.7460878,7.3699193,159,543779
15.171152,10.251946,7.3100066,160,641771
-2.095911,-8.247978,20.738148,161,621199
5.7153625,32.58454,25.324331,162,572096
-16.245771,-2.5948308,23.206419,163,462515
-5.0272694,-5.904383,1.0154111,164,608379
7.3095727,9.409412,12.415557,165,425492
17.374014,9.175052,-4.825191,166,621242
19.79534,33.099815,2.7070239,167,623430
33.191124,13.842157,9.664935,168,518553
-3.5497327,-23.037409,-15.704147,169,448281
2.580951,38.04223,-18.323053,170,519267
-10.300746,-31.880606,-1.9551449,171,543883
20.865835,15.902947,27.735905,172,573064
-21.454487,-17.557886,0.028194616,173,605194
-22.423744,-11.860846,1.1584656,174,519322
28.477034,8.482427,25.723255,175,547874
-21.870848,-23.065422,-8.006548,176,544727
11.736024,-13.625311,21.404219,177,592665
2.7117743,-26.165443,-23.8401,178,477569
-20.245358,-24.752996,-4.5056324,179,456696
3.6234872,27.791271,-16.725546,180,570663
0.40107363,16.889496,-31.648546,181,572119
15.055661,1.6589394,-11.266296,182,112526
-26.68488,-19.035166,-7.192544,183,497807
-0.38527542,-31.943115,5.425329,184,607309
3.8160584,-6.2662454,18.538237,185,573589
16.291464,-13.156824,-28.812506,186,608638
-26.706196,7.4579873,17.931196,187,542953
-9.300443,-11.61649,-13.812328,188,502327
-22.480188,-12.269138,-10.891187,189,448306
-1.2088683,0.6729228,16.086382,190,606930
-2.5426145,23.950762,0.5519333,191,493603
3.4758577,-13.389987,22.946981,192,543475
-5.889334,-16.283726,19.849157,193,572750
-17.19381,-23.020811,-27.99258,194,503449
12.82599,-11.187614,-17.156645,195,656546
-4.631365,-10.664914,-28.592163,196,475479
8.558106,27.469296,5.815961,197,519240
10.2078085,30.205427,23.948305,198,518875
14.199332,20.570448,-19.261301,199,407845
8.409753,15.165673,32.67987,200,430661
-10.219939,6.022972,-10.803964,201,595014
8.299061,6.280388,35.926064,202,543699
-3.4932394,-3.6287003,-17.973328,203,612672
6.825629,20.196913,-31.019384,204,445276
-2.795337,-12.286746,27.84434,205,621389
15.628174,2.2807064,10.55413,206,477132
28.59161,15.22258,-12.777196,207,571704
8.382656,-18.601168,-1.1516727,208,519085
-27.070276,25.373466,-14.790696,209,543521
29.295437,6.440062,7.7182055,210,474284
5.9282928,21.96462,-1.8623552,211,501625
18.864222,-10.4863405,-5.8050427,212,500610
28.070772,-0.74860317,2.0841923,213,592091
5.006333,-25.725855,15.956031,214,573046
-1.9689302,-4.1193023,-40.431858,215,572140
3.627993,-0.59278286,11.4845,216,458677
2.134571,-7.853917,28.774897,217,475054
-14.891228,8.317135,-32.240147,218,606291
-7.724474,-25.953321,-1.0818996,219,594986
-14.000898,-11.701552,-31.940613,220,572888
32.22735,17.0207,25.745073,221,594760
-22.131191,24.504059,12.513539,222,543935
12.578804,6.092829,-3.0710301,223,519455
29.433744,7.5207357,16.899231,224,572044
-0.36182895,9.195528,3.3887608,225,641838
8.475939,-2.8168902,24.230888,226,621381
8.66093,28.697893,-1.8655105,227,605182
11.235097,-10.4817295,23.877655,228,453249
18.181967,-7.8169575,-23.647615,229,545333
5.581961,-16.57931,11.240807,230,518397
13.01403,-25.476116,17.027006,231,450172
6.681105,6.4191585,-9.053134,232,547973
10.678795,21.111301,-0.6822161,233,547179
8.539075,-6.2164545,35.17945,234,444468
27.961111,15.50325,-1.4670446,235,467008
22.654066,5.529924,-21.631886,236,452657
-14.60474,-10.143156,-6.8547044,237,534947
4.765346,41.47014,10.206097,238,476454
-12.327949,-21.81256,10.400427,239,543118
-17.87659,10.900379,-31.935392,240,542960
-27.56223,-10.769939,-7.9645963,241,643354
3.0169215,-28.570154,17.599903,242,461325
0.2873759,4.917844,-18.481293,243,571710
12.039073,15.589561,2.2450128,244,489119
3.5486705,32.15906,-7.8639994,245,489446
1.9233602,21.524954,21.935247,246,656547
17.365702,-34.20495,4.660867,247,622663
2.4346547,-35.1411,-13.364649,248,572193
0.3297926,4.8896008,34.434345,249,571901
-18.704084,21.664465,9.256215,250,493157
8.212269,-10.135418,0.8812388,251,519144
15.941644,0.4322801,-23.917841,252,462136
-12.633979,13.893437,-21.747948,253,473879
31.15495,9.578155,-20.992174,254,544836
32.587223,12.881001,-2.5372412,255,456713
-3.795948,-24.599752,18.313797,256,501817
-4.851391,31.249323,-13.231054,257,476123
16.044678,-2.180131,-25.422016,258,542882
5.772427,15.569781,-26.34706,259,506433
14.644497,2.042605,18.935902,260,571578
-0.7305726,-20.744907,2.672432,261,594857
-31.365988,12.25531,24.194916,262,429719
21.468235,20.187056,-14.312381,263,640463
-6.8999214,31.035149,1.0042634,264,571800
20.631248,-0.27437735,6.517641,265,452061
-4.7438374,5.414626,-2.397455,266,593372
-28.562504,21.350813,-9.535653,267,607192
-11.729372,-21.067543,0.46567595,268,594943
-26.127617,-6.9487653,-4.040447,269,592836
5.573191,-12.920436,26.096006,270,593417
16.81739,6.592093,-38.549206,271,472610
-2.2487864,-2.8628435,9.507084,272,594742
4.597794,11.765368,-21.338654,273,607229
-15.528757,10.74672,-30.921646,274,592454
13.7729,-25.492039,9.2551365,275,518858
-12.318191,25.425802,10.489907,276,572990
-13.7398,19.726862,21.859411,277,534737
1.537284,-37.174187,8.871935,278,607074
-0.688217,38.856907,-15.604333,279,608648
13.559122,-25.514784,6.242075,280,518452
-1.1586119,-7.236584,-42.46609,281,608718
-5.1608033,-20.413477,31.86908,282,573109
24.013378,19.544592,-11.948591,283,430634
14.669511,36.748745,-0.6138691,284,514669
9.985005,14.9214945,-35.374454,285,445197
-14.681924,-0.9667783,-5.554915,286,488768
13.836217,-7.4866014,22.701445,287,502009
-0.15483835,29.541649,0.52855134,288,595918
-25.915977,-13.935677,-15.395912,289,433586
-22.073658,22.215073,-15.144759,290,488786
-15.64721,8.44716,1.8047575,291,434442
-14.593343,27.248411,16.012724,292,571882
-7.770087,34.93053,-0.65970373,293,518516
-10.411236,23.031101,34.51712,294,502051
-21.574015,-17.871342,5.150956,295,435221
-3.2187438,24.023766,-25.355429,296,448179
11.542013,5.690031,-15.57772,297,643297
0.70519274,-35.27849,2.9490826,298,600944
-27.478243,-3.2389262,12.823256,299,572308
19.335377,-12.166847,-25.777271,300,642229
11.479381,6.0517583,-35.3373,301,502748
-25.244343,-11.60023,7.375451,302,408061
24.51289,-13.880178,-13.741672,303,607231
-0.47653088,-18.719553,-12.169258,304,592433
6.4401717,-42.86486,7.6713233,305,596057
-19.42533,5.7070284,-3.9560616,306,594792
-6.4338818,-2.0070677,31.815205,307,503444
-14.216365,-5.4241695,-20.585445,308,605538
0.43591627,14.34258,29.560133,309,543766
-2.4097471,-23.53675,2.6386251,310,543169
0.55688226,-2.055307,34.446987,311,519096
-9.250449,17.282972,1.4941939,312,570649
24.969975,-15.37897,-0.12089447,313,607320
-2.193015,17.54033,9.186116,314,543483
-19.09772,0.5540389,-30.273159,315,593582
-0.11196134,0.3174008,-23.350237,316,571561
-19.956972,-2.663758,25.922573,317,502239
-30.598423,-5.5815043,-14.501422,318,595001
-7.0328083,-32.39131,8.694683,319,594772
-12.312788,-3.1636515,-8.45562,320,592869
-27.953856,9.9613,31.550993,321,621294
-7.404786,3.4827719,13.149311,322,503285
16.13504,36.80716,2.8375413,323,592741
-6.3519487,6.56615,-28.262177,324,488846
3.9322288,17.511889,22.486362,325,461872
19.833422,12.929005,8.587887,326,451596
13.068476,16.151218,-27.466005,327,572021
-25.088217,-11.723633,-13.11765,328,501381
-3.245309,3.064768,-15.985725,329,502042
36.84646,5.2101064,-9.842167,330,543359
-11.876942,35.240864,-9.246043,331,500779
11.754185,-17.307617,15.444829,332,491646
-43.983597,-1.4680794,-6.449084,333,571871
-4.8464837,21.842749,-6.620781,334,518567
23.88152,-13.819736,4.7126074,335,476451
29.15274,11.873177,12.262633,336,608665
6.9936857,-7.537962,2.298355,337,664641
-25.23018,-2.3163009,5.539489,338,516969
13.914489,23.907108,21.934772,339,543859
15.080525,-32.841915,-3.572302,340,432934
4.4835777,-41.86726,-6.7841644,341,502043
14.92692,-11.739391,-16.02585,342,518633
1.1271882,1.9090997,7.789165,343,571893
-16.034197,22.81783,-1.2623818,344,607727
-16.279547,4.1130176,12.414257,345,474463
-33.46963,-0.24769165,-12.845864,346,600526
-8.129411,-35.661526,-3.3396134,347,543184
25.714815,-25.195246,10.534276,348,445926
-9.573736,-4.379388,39.776566,349,628711
16.944931,9.933878,-2.5624268,350,435400
-1.4231739,4.175387,23.48477,351,459429
-41.947502,7.055311,-3.9064982,352,519326
-7.9746695,-33.03841,-2.614214,353,425657
24.714468,6.6069946,-3.204093,354,456501
-11.244422,21.438873,8.733241,355,592351
0.48962572,-3.8598137,25.51812,356,435043
0.62391955,-8.337892,39.847736,357,573185
-3.9773068,-36.925194,-5.2776685,358,621052
-18.302746,-26.73043,-12.211805,359,467100
-19.872454,-17.912443,-14.364555,360,642239
-28.050184,-5.034406,-13.275363,361,598287
10.131763,-15.609073,24.351952,362,282332
-35.345116,-3.8669844,5.582725,363,547749
-4.712952,5.8544025,12.393853,364,582494
-31.292513,10.351855,1.0056596,365,596064
-1.5750898,24.143435,5.7320924,366,573186
-20.148905,-15.139336,-5.4294863,367,434622
14.743637,16.888117,14.346578,368,592662
7.881948,-39.35856,0.9929872,369,605452
-14.567708,25.219578,-4.068168,370,502085
15.786004,-10.398198,-30.963745,371,456068
7.7754207,-40.9762,-1.069171,372,605483
-4.409808,16.383392,19.296696,373,452666
-5.8829875,-8.20296,-6.2756386,374,450212
-20.771128,5.7341294,-27.206516,375,501789
-17.58429,-4.7979183,8.367286,376,572020
27.318022,5.516696,-2.6149385,377,450729
3.956126,-35.577717,-16.473951,378,605388
-2.0617082,25.95225,20.932035,379,592314
-6.6201186,-14.662085,13.0672035,380,434672
-10.041002,11.044065,-8.732976,381,446321
-18.614275,-17.782227,-0.1660661,382,543542
-14.3829775,-29.257378,-18.370565,383,543243
19.936209,-0.030982021,-2.2527776,384,607625
13.400116,1.980112,-0.87593067,385,570632
-10.142784,7.8199396,-2.505411,386,493247
-11.676887,-0.79586685,5.706225,387,429722
38.790638,-0.33246148,10.7089205,388,450306
9.312731,29.257456,-5.91029,389,430935
2.955327,-33.342087,-17.181221,390,502624
10.4661045,15.811488,-5.541636,391,543506
-20.235556,2.2896419,-25.226606,392,548389
-3.265791,-8.586736,-39.29316,393,571473
17.848417,35.78392,0.76215386,394,606131
-19.168564,9.362017,-10.260683,395,592254
18.718594,13.227863,-4.8770065,396,457429
12.854633,-32.875614,12.361677,397,519293
-9.925397,17.323063,-33.01895,398,543022
-5.399577,6.8782163,25.476643,399,595345
8.422448,22.108353,25.089993,400,502188
-25.482513,-16.987541,10.2478285,401,571572
-22.723183,-5.793407,-24.620337,402,543278
21.592815,13.679972,1.7439044,403,605242
-27.132507,22.914232,-11.519604,404,594736
-12.696358,5.5279074,-18.893688,405,502083
-10.486926,16.426998,-15.036934,406,543101
3.3146892,-1.3900646,-26.720388,407,502190
14.302102,19.43824,15.675344,408,453265
-10.27728,-31.329443,-21.982126,409,592791
-37.343853,-8.595593,3.2038949,410,453562
10.9158535,20.851889,27.35148,411,571951
5.9014974,-37.166454,12.731868,412,453329
-6.1751266,-1.3476036,-16.927103,413,434538
-5.6547365,-2.5222237,-14.456558,414,501957
12.369448,-14.46627,37.619274,415,571946
20.52818,23.817514,1.2522458,416,279571
4.4688516,10.906014,-24.953232,417,461829
14.663185,27.759464,-11.39701,418,458006
24.328228,2.1847851,-14.286866,419,445968
-3.525105,-24.502882,-6.9494705,420,544993
4.605356,33.34961,14.621891,421,502171
-14.652564,12.97596,33.87478,422,606965
9.043351,-16.889528,10.208505,423,571666
0.20697875,19.374884,-2.5273674,424,605894
13.109757,28.690151,6.763714,425,592614
-13.199523,-10.755287,6.094769,426,445060
6.0660586,-21.813183,-0.4117984,427,596043
17.381556,-3.312271,-14.685729,428,592789
-2.1031113,-7.2279673,5.515384,429,543548
4.502875,14.283013,-1.9974191,430,519151
24.950874,-0.18341297,-10.691205,431,519076
-27.376656,3.570587,11.970623,432,456167
-27.226532,-21.041994,4.378259,433,592779
-24.257744,20.14691,-16.917717,434,592612
26.445433,22.983528,-16.656418,435,548357
-21.58934,18.178617,11.858567,436,150274
-16.087545,-26.674118,-18.899197,437,542866
-14.915034,-1.2567518,5.768371,438,592644
4.652233,12.027718,-15.972108,439,542888
-5.376128,15.721903,-10.995021,440,592330
3.9411275,17.625324,-27.247015,441,572102
3.951234,14.355684,-19.75526,442,570240
-25.33011,12.956814,23.558048,443,407793
31.70165,8.317518,8.174375,444,488984
2.2786236,23.890707,9.022394,445,542609
-32.01547,6.499519,29.453926,446,448178
-19.115095,16.79425,-11.172952,447,592767
4.420429,11.958883,-30.360731,448,502381
13.4081745,-24.552683,-12.308997,449,450308
42.26858,4.7028847,-3.4946542,450,592130
18.415161,15.91683,-17.580334,451,607457
-6.81336,-18.060953,31.193708,452,606160
-11.779181,15.617547,7.6255713,453,543045
-15.741942,4.337543,30.517042,454,490063
5.117828,-19.302181,32.743835,455,571656
-13.091123,-26.908953,-6.5078,456,446372
-4.0483522,-8.619802,15.877993,457,425532
17.337173,-16.547132,-16.884058,458,592815
-17.383348,-8.131216,9.340003,459,594577
-16.393919,-1.3890868,-9.4252405,460,596133
23.559536,-5.967997,0.042483505,461,448802
18.762503,-2.0425384,-12.536208,462,457435
-11.921801,-16.346346,17.521305,463,643230
16.20446,14.543295,-9.766047,464,608337
11.020124,-9.5402975,-4.4550323,465,546276
-22.819387,-15.007431,5.01284,466,433589
8.048197,-8.878245,22.402727,467,606983
29.779032,5.894659,-24.88211,468,594840
11.330257,3.7978737,-17.827208,469,605226
2.2345881,-1.3521117,25.691324,470,607259
15.020207,-2.269338,-6.8107367,471,518715
-17.381512,-20.976843,-26.95365,472,502004
-13.622136,32.0937,-1.8218892,473,622097
-13.273129,24.628613,3.595944,474,276542
11.485386,-17.822176,-2.8710084,475,605397
-22.935593,15.034478,7.0407176,476,518716
19.183142,7.243217,-6.193111,477,460059
15.51437,15.2824955,12.4527025,478,434671
1.5525576,10.329816,-29.881372,479,571510
4.769592,14.845121,0.34028536,480,542881
